,lat,lon,type
2475,35.15722222,127.3834444,산림
2476,35.15280556,127.3907778,산림
2477,35.14994444,127.3949444,산림
2478,35.154,127.3951111,산림
2479,35.15669444,127.3956111,산림
2480,35.18236111,127.48575,산림
2481,35.17186111,127.4860833,산림
2482,35.17633333,127.4901667,산림
2483,35.18244444,127.4915278,산림
2484,35.17983333,127.4868056,산림
2485,35.17888889,127.4803333,산림
2486,35.19738889,127.4233611,경작지
2487,35.20022222,127.4263056,산림
2488,35.19225,127.4374444,산림
2489,35.18886111,127.44225,산림
2490,35.18422222,127.4446944,산림
2491,35.20486111,127.4368611,산림
2492,35.18080556,127.3882222,경작지
2493,35.17455556,127.394,산림
2494,35.17497222,127.4068889,산림
2495,35.17672222,127.4054167,산림
2496,35.19930556,127.402,산림
2497,35.19727778,127.39975,산림
2498,35.19194444,127.3937222,산림
2499,35.19508333,127.3936389,산림
2500,35.20266667,127.3882222,산림
2501,35.19958333,127.3842778,산림
2502,35.19186111,127.3870278,산림
2503,35.24577778,127.4815833,경작지
2504,35.23758333,127.4779444,산림
2505,35.24147222,127.4793056,산림
2506,35.21583333,127.42975,산림
2507,35.21575,127.4220556,산림
2508,35.22244444,127.4266667,산림
2509,35.24477778,127.4285,산림
2510,35.23808333,127.4324722,산림
2511,35.22875,127.4222222,산림
2512,35.21297222,127.4091389,산림
2513,35.22802778,127.4134167,산림
2514,35.23091667,127.4115833,산림
2515,35.23830556,127.4092222,산림
2516,35.24,127.4106944,산림
2517,35.22616667,127.3931944,산림
2518,35.22791667,127.3920833,산림
2519,35.23719444,127.3972778,산림
2520,35.23505556,127.3886944,산림
2521,35.23475,127.3785833,경작지
2522,35.23580556,127.3844722,산림
2523,35.23958333,127.3886667,산림
2524,35.24580556,127.3845278,경작지
2525,35.38939167,127.307475,산림
2526,35.42610556,127.3572889,산림
2527,35.42709444,127.35895,산림
2528,35.44369722,127.2977083,산림
2529,35.46905278,127.3380444,산림
2530,35.46825833,127.339375,산림
2531,35.47127778,127.3439139,산림
2532,35.39713611,127.2674944,산림
2533,35.48649167,127.2774833,산림
2534,35.48571944,127.2783833,산림
2535,35.40177778,127.2673444,산림
2536,35.39400556,127.3060222,산림
2537,35.46775556,127.3169611,산림
2538,35.47418333,127.3139667,산림
2539,35.49116389,127.2812472,산림
2540,35.43573889,127.3051472,경작지
2541,35.44345556,127.306375,경작지
2542,35.46881944,127.3365472,경작지
2543,35.47511111,127.3440583,경작지
2544,35.38363889,127.3447333,경작지
2545,35.39125556,127.3104361,경작지
2546,35.39688056,127.304625,경작지
2547,35.45168611,127.2827861,경작지
2548,35.45113333,127.2782361,경작지
2549,35.49088889,127.2821778,경작지
2550,35.48413889,127.2840694,경작지
2551,35.57288333,127.2859278,산림
2552,35.51211389,127.3713778,산림
2553,35.50808611,127.3715472,경작지
2554,35.51340278,127.3140833,산림
2555,35.50461944,127.3052111,산림
2556,35.50581667,127.3039611,산림
2557,35.55374722,127.3580444,경작지
2558,35.55336667,127.3615361,산림
2559,35.55681667,127.3593472,산림
2560,35.55064444,127.3422917,경작지
2561,35.60091389,127.3444056,산림
2562,35.50840833,127.2565389,경작지
2563,35.506825,127.2578833,경작지
2564,35.56148889,127.2606778,경작지
2565,35.5631,127.2643139,경작지
2566,35.56112222,127.2697694,산림
2567,35.56925,127.2695667,산림
2568,35.57666667,127.2721083,산림
2569,35.60799444,127.2613361,산림
2570,35.61137778,127.2645278,산림
2571,35.57390833,127.3195944,경작지
2572,35.56608056,127.318525,산림
2573,35.57188889,127.3167389,경작지
2574,35.598175,127.304425,경작지
2575,35.59830278,127.3066361,산림
2576,35.60071667,127.3096583,산림
2577,35.60951389,127.3113111,경작지
