종명,접수일시,도로유형,도로명
고라니,2019-09-18,고속국도(재정),경부선
너구리,2019-09-18,고속국도(재정),호남지선
고라니,2019-09-18,고속국도(재정),당진대전선
고라니,2019-09-18,고속국도(재정),중부내륙고속도로
고라니,2019-09-18,고속국도(재정),통영대전고속도로
너구리,2019-09-18,고속국도(재정),호남고속도로지선
족제비,2019-09-17,고속국도(재정),호남고속도로
고라니,2019-09-17,고속국도(재정),중부내륙선
너구리,2019-09-16,고속국도(재정),서울양양고속도로
멧돼지,2019-09-16,고속국도(재정),광주대구고속도로
멧돼지,2019-09-15,고속국도(재정),중부내륙선
고라니,2019-09-15,고속국도(재정),호남고속도로
개,2019-09-14,고속국도(재정),동해고속도로
고라니,2019-09-14,고속국도(재정),서해안고속도로
고라니,2019-09-14,고속국도(재정),영동선
고라니,2019-09-13,고속국도(재정),영동선
멧돼지,2019-09-13,고속국도(재정),새만금포항선
너구리,2019-09-13,고속국도(재정),광주대구선
멧돼지,2019-09-13,고속국도(재정),중부선
개,2019-09-13,고속국도(재정),경부고속도로
너구리,2019-09-13,고속국도(재정),광주대구고속도로
고라니,2019-09-11,고속국도(재정),통영대전고속도로
고라니,2019-09-11,고속국도(재정),중부선
고라니,2019-09-11,고속국도(재정),서해안선
고라니,2019-09-11,고속국도(재정),당진영덕고속도로
고라니,2019-09-10,고속국도(재정),청주상주선
고라니,2019-09-09,고속국도(재정),대구포항선
고라니,2019-09-09,고속국도(재정),호남고속도로지선
미동정(조류),2019-09-09,고속국도(재정),서울양양고속도로
고라니,2019-09-09,고속국도(재정),평택-시흥고속국도
고라니,2019-09-08,고속국도(재정),대구포항선
고양이,2019-09-07,고속국도(재정),경부고속도로
고라니,2019-09-07,고속국도(재정),서울양양고속도로
고라니,2019-09-06,고속국도(재정),경부선
고라니,2019-09-05,고속국도(재정),중부선
고라니,2019-09-05,고속국도(재정),순천완주선
고라니,2019-09-05,고속국도(재정),영동선
고라니,2019-09-05,고속국도(재정),중부고속도로
노루,2019-08-25,고속국도(재정),서울양양고속도로
고라니,2019-09-04,고속국도(재정),중부선
고라니,2019-09-03,고속국도(재정),순천완주선
너구리,2019-09-03,고속국도(재정),상주영천고속도로
고라니,2019-09-02,고속국도(재정),중앙선
고라니,2019-09-02,고속국도(재정),중앙지선
멧돼지,2019-09-02,고속국도(재정),영동선
오소리,2019-09-02,고속국도(재정),중부내륙고속도로
고라니,2019-09-01,고속국도(재정),순천완주선
고라니,2019-09-01,고속국도(재정),영동선
멧돼지,2019-08-31,고속국도(재정),중부내륙선
고라니,2019-08-30,고속국도(재정),영동고속도로
고라니,2019-08-30,고속국도(재정),영동선
노루,2019-08-29,고속국도(재정),영동선
오소리,2019-08-28,고속국도(재정),당진대전선
멧돼지,2019-08-28,고속국도(재정),중앙선
미동정(포유류),2019-08-28,고속국도(재정),영동고속도로
미동정(포유류),2019-08-28,고속국도(재정),경부고속도로
고라니,2019-08-27,고속국도(재정),중앙고속도로
고라니,2019-08-27,고속국도(재정),경부선
고라니,2019-08-27,고속국도(재정),중앙선
고라니,2019-08-27,고속국도(재정),평택-시흥고속국도
고양이,2019-08-26,고속국도(재정),통영대전고속도로
수달,2019-08-25,고속국도(재정),당진대전선
오소리,2019-08-25,고속국도(재정),상주영천고속도로
고라니,2019-08-24,고속국도(재정),당진대전선
고라니,2019-08-23,고속국도(재정),중앙고속도로
개,2019-08-23,고속국도(재정),중앙고속국도
미동정(포유류),2019-08-23,고속국도(재정),서천공주고속도로
고양이,2019-08-22,고속국도(재정),호남고속도로
고라니,2019-08-22,고속국도(재정),중부선
멧돼지,2019-08-21,고속국도(재정),경부고속도로
고라니,2019-08-20,고속국도(재정),제2중부선
고라니,2019-08-20,고속국도(재정),대전남부순환선
염소,2019-08-19,고속국도(재정),인천국제공항고속도로
고라니,2019-08-19,고속국도(재정),중앙고속도로
고라니,2019-08-19,고속국도(재정),당진영덕고속도로
멧돼지,2019-08-18,고속국도(재정),경부선
고라니,2019-08-17,고속국도(재정),서해안선
고라니,2019-08-17,고속국도(재정),경부선
고라니,2019-08-17,고속국도(재정),중부선
노루,2019-08-16,고속국도(재정),통영대전고속도로
고라니,2019-08-15,고속국도(재정),서천공주고속도로
개,2019-08-14,고속국도(재정),중앙고속도로
미동정(포유류),2019-08-14,고속국도(재정),중앙고속도로
고라니,2019-08-14,고속국도(재정),영동선
고라니,2019-08-13,고속국도(재정),중부선
고라니,2019-08-13,고속국도(재정),중앙고속도로
고라니,2019-08-13,고속국도(재정),당진영덕고속도로
멧돼지,2019-08-12,고속국도(재정),순천완주선
고라니,2019-08-12,고속국도(재정),중앙선
고라니,2019-08-11,고속국도(재정),중앙선
고라니,2019-08-11,고속국도(재정),중부선
고라니,2019-08-11,고속국도(재정),당진영덕고속도로
오소리,2019-08-10,고속국도(재정),서해안고속도로
고라니,2019-08-10,고속국도(재정),중앙선
고라니,2019-08-10,고속국도(재정),서울양양선
고라니,2019-08-10,고속국도(재정),경부고속도로
고라니,2019-08-09,고속국도(재정),중부선
고양이,2019-08-08,고속국도(재정),서해안고속도로
고라니,2019-08-08,고속국도(재정),중부선
너구리,2019-08-08,고속국도(재정),서해안고속도로
멧돼지,2019-08-07,고속국도(재정),경부선
고라니,2019-08-07,고속국도(재정),호남선
고라니,2019-08-07,고속국도(재정),통영대전고속도로
고라니,2019-08-06,고속국도(재정),통영대전고속도로
고라니,2019-08-06,고속국도(재정),중부고속도로
노루,2019-07-25,고속국도(재정),영동고속도로
고라니,2019-08-06,고속국도(재정),중부선
멧돼지,2019-08-05,고속국도(재정),호남선
오소리,2019-08-05,고속국도(재정),경부선
고라니,2019-08-05,고속국도(재정),중부내륙선
고양이,2019-08-05,고속국도(재정),서해안고속도로
고라니,2019-08-04,고속국도(재정),경부선
고라니,2019-08-04,고속국도(재정),영동선
고라니,2019-08-04,고속국도(재정),중앙선
수달,2019-08-03,고속국도(재정),서해안선
고라니,2019-08-03,고속국도(재정),영동선
고양이,2019-08-02,고속국도(재정),서해안고속도로
고라니,2019-08-02,고속국도(재정),당진대전선
고라니,2019-08-02,고속국도(재정),경부고속도로
고라니,2019-08-02,고속국도(재정),서천공주고속도로
고라니,2019-08-01,고속국도(재정),경부선
고라니,2019-08-01,고속국도(재정),중부내륙선
고양이,2019-08-01,고속국도(재정),55
고라니,2019-07-31,고속국도(재정),15
멧돼지,2019-07-31,고속국도(재정),중부내륙선
고라니,2019-07-31,고속국도(재정),중부내륙선
고라니,2019-07-31,고속국도(재정),중부선
고라니,2019-07-31,고속국도(재정),35
고라니,2019-07-30,고속국도(재정),151
고라니,2019-07-30,고속국도(재정),중부선
고라니,2019-07-30,고속국도(재정),중앙선
고라니,2019-07-30,고속국도(재정),55
고라니,2019-07-29,고속국도(재정),35
고라니,2019-07-29,고속국도(민자),301
멧돼지,2019-07-29,고속국도(민자),301
고라니,2019-07-28,고속국도(재정),35
고라니,2019-07-28,고속국도(재정),중부선
고라니,2019-07-28,고속국도(재정),서울외곽순환선
고라니,2019-07-28,고속국도(재정),30
고라니,2019-07-27,고속국도(재정),경부선
고라니,2019-07-27,고속국도(재정),중앙선
고라니,2019-07-26,고속국도(재정),1
고라니,2019-07-26,고속국도(재정),중부선
고라니,2019-07-26,고속국도(재정),151
노루,2019-07-25,고속국도(재정),영동선
고라니,2019-07-25,고속국도(재정),중앙선
고라니,2019-07-24,고속국도(재정),중부선
고라니,2019-07-24,고속국도(재정),당진대전선
고라니,2019-07-24,고속국도(재정),당진영덕고속도로
고라니,2019-07-23,고속국도(재정),중앙선
오소리,2019-07-22,고속국도(재정),경부선
멧돼지,2019-07-22,고속국도(재정),중부선
고라니,2019-07-22,고속국도(재정),중부선
개,2019-07-22,고속국도(재정),35
고라니,2019-07-21,고속국도(재정),제2중부선
고라니,2019-07-21,고속국도(재정),서해안선
고라니,2019-07-20,고속국도(재정),중부선
고라니,2019-07-20,고속국도(재정),서해안선
고라니,2019-07-20,고속국도(재정),청주상주선
고라니,2019-07-20,고속국도(재정),15
고라니,2019-07-14,고속국도(재정),65
노루,2019-06-30,고속국도(재정),65
고라니,2019-07-19,고속국도(재정),중부선
고라니,2019-07-19,고속국도(재정),경부선
고라니,2019-07-19,고속국도(재정),대구포항선
고라니,2019-07-19,고속국도(재정),동해선
너구리,2019-07-18,고속국도(재정),서천공주선
너구리,2019-07-18,고속국도(재정),중부선
고라니,2019-06-20,고속국도(재정),영동고속도로
고라니,2019-07-17,고속국도(재정),중부선
고라니,2019-07-17,고속국도(재정),10
고라니,2019-07-16,고속국도(재정),서해안선
고라니,2019-07-16,고속국도(재정),경부선
고라니,2019-07-16,고속국도(재정),당진대전선
멧돼지,2019-07-16,고속국도(재정),중앙선
고양이,2019-07-16,고속국도(재정),중앙고속도로
고라니,2019-07-16,고속국도(재정),중앙고속도로
노루,2019-07-16,고속국도(재정),영동고속도로
고라니,2019-07-16,고속국도(재정),제2영동고속도로
고라니,2019-07-15,고속국도(재정),당진대전선
고라니,2019-07-15,고속국도(재정),평택제천선
고라니,2019-07-15,고속국도(재정),중부선
고라니,2019-07-15,고속국도(재정),영동선
고라니,2019-07-15,고속국도(재정),경부선
멧돼지,2019-07-15,고속국도(재정),경부선
너구리,2019-07-15,고속국도(재정),중부선
고라니,2019-07-15,고속국도(재정),중앙고속도로
고라니,2019-07-15,고속국도(재정),경부고속도로
고라니,2019-07-15,고속국도(재정),당진영덕고속도로
오소리,2019-07-15,고속국도(재정),당진영덕고속도로
고라니,2019-07-14,고속국도(재정),당진영덕고속도로
멧돼지,2019-07-14,고속국도(재정),중부내륙선
고라니,2019-07-14,고속국도(재정),중부선
고라니,2019-07-14,고속국도(재정),동해선
고라니,2019-07-14,고속국도(재정),영동고속도로
고라니,2019-07-14,고속국도(재정),서해안고속도로
고라니,2019-07-13,고속국도(재정),당진영덕고속도로
고라니,2019-07-13,고속국도(재정),당진대전선
고라니,2019-07-13,고속국도(재정),104
고라니,2019-07-13,고속국도(재정),남해제2고속도로지선
고라니,2019-07-12,고속국도(재정),당진영덕고속도로
고라니,2019-07-12,고속국도(재정),서천공주선
고라니,2019-07-12,고속국도(재정),중부선
고라니,2019-07-12,고속국도(재정),경부선
고라니,2019-07-12,고속국도(재정),서천공주고속도로
고라니,2019-07-12,고속국도(재정),서해안고속도로
고라니,2019-07-12,고속국도(재정),제2영동고속도로
물까치,2019-07-11,고속국도(재정),서울양양고속도로
노루,2019-07-11,고속국도(재정),영동고속도로
고라니,2019-07-11,고속국도(재정),당진영덕고속도로
고라니,2019-07-11,고속국도(재정),중앙선
고라니,2019-07-10,고속국도(재정),중앙선
고라니,2019-07-10,고속국도(재정),중부선
고라니,2019-07-10,고속국도(재정),당진영덕고속도로
미동정(포유류),2019-07-10,고속국도(재정),영동고속도로
고라니,2019-07-09,고속국도(재정),영동선
고라니,2019-07-09,고속국도(재정),중부선
멧돼지,2019-07-09,고속국도(재정),중부선
고라니,2019-07-09,고속국도(재정),당진영덕고속도로
너구리,2019-07-08,고속국도(재정),광주대구고속도로
미동정(포유류),2019-07-08,고속국도(재정),당진영덕고속도로
멧돼지,2019-07-08,고속국도(재정),남해선
고라니,2019-07-08,고속국도(재정),당진영덕선
고라니,2019-07-08,고속국도(재정),중부내륙선
고라니,2019-07-08,고속국도(재정),당진대전선
고라니,2019-07-08,고속국도(재정),중부선
고라니,2019-07-08,고속국도(재정),중앙선
고라니,2019-07-08,고속국도(재정),경부선
고라니,2019-07-08,고속국도(재정),당진영덕고속도로
고라니,2019-07-07,고속국도(재정),당진영덕고속도로
고라니,2019-07-07,고속국도(재정),영동선
고라니,2019-07-07,고속국도(재정),중앙선
고라니,2019-07-07,고속국도(재정),중부선
고라니,2019-07-07,고속국도(재정),청주상주선
고라니,2019-07-07,고속국도(재정),평택제천선
고라니,2019-07-07,고속국도(재정),경부선
고라니,2019-07-07,고속국도(재정),경부고속도로
고라니,2019-07-07,고속국도(재정),평택음성고속도로
고라니,2019-07-06,고속국도(재정),중부선
멧돼지,2019-07-06,고속국도(재정),경부선
고라니,2019-07-06,고속국도(재정),중앙선
고라니,2019-07-06,고속국도(재정),제2중부선
고라니,2019-07-05,고속국도(재정),경부고속도로
고라니,2019-07-05,고속국도(재정),당진영덕고속도로
멧돼지,2019-07-05,고속국도(재정),영동선
고라니,2019-07-05,고속국도(재정),경부선
고라니,2019-07-05,고속국도(재정),서천공주선
고라니,2019-07-05,고속국도(재정),중부선
고라니,2019-07-05,고속국도(재정),제2중부선
고라니,2019-07-05,고속국도(재정),순천완주선
고양이,2019-07-04,고속국도(재정),동해고속도로
고라니,2019-07-04,고속국도(재정),서해안고속도로
고라니,2019-07-04,고속국도(재정),당진영덕고속도로
고라니,2019-07-04,고속국도(재정),중부선
고라니,2019-07-04,고속국도(재정),당진대전선
수달,2019-07-04,고속국도(재정),당진대전선
고양이,2019-07-04,고속국도(재정),당진영덕고속도로
미동정(포유류),2019-07-04,고속국도(재정),경부고속도로
고라니,2019-07-03,고속국도(재정),당진대전선
고라니,2019-07-03,고속국도(재정),평택제천선
고라니,2019-07-03,고속국도(재정),청주상주선
고라니,2019-07-03,고속국도(재정),중부선
고라니,2019-07-03,고속국도(재정),경부선
너구리,2019-07-03,고속국도(재정),중앙선
고라니,2019-07-03,고속국도(재정),제2영동고속도로
미동정(포유류),2019-07-03,고속국도(재정),당진영덕고속도로
고라니,2019-07-03,고속국도(재정),당진영덕고속도로
고라니,2019-07-02,고속국도(재정),영동선
고양이,2019-07-02,고속국도(재정),서해안고속도로
고라니,2019-07-02,고속국도(재정),당진영덕고속도로
삵,2019-07-02,고속국도(재정),경부고속도로
고라니,2019-07-02,고속국도(재정),서천공주고속도로
고라니,2019-07-02,고속국도(재정),서해안고속도로
미동정(포유류),2019-07-01,고속국도(재정),통영대전고속도로
고양이,2019-07-01,고속국도(재정),남해고속도로
너구리,2019-07-01,고속국도(재정),당진대전선
고라니,2019-07-01,고속국도(재정),서해안선
고라니,2019-06-30,고속국도(재정),서해안고속도로
고양이,2019-06-30,고속국도(재정),100
고라니,2019-06-30,고속국도(재정),제2중부선
고라니,2019-06-30,고속국도(재정),청주상주선
고라니,2019-06-30,고속국도(재정),중부선
고라니,2019-06-30,고속국도(재정),대구포항선
고라니,2019-06-30,고속국도(재정),중앙선
노루,2019-06-30,고속국도(재정),동해선
너구리,2019-06-30,고속국도(재정),당진영덕고속도로
고라니,2019-06-29,고속국도(재정),15
고라니,2019-06-29,고속국도(재정),당진대전선
고라니,2019-06-29,고속국도(재정),경부선
고라니,2019-06-29,고속국도(재정),중부선
고라니,2019-06-29,고속국도(재정),중앙선
고라니,2019-06-29,고속국도(재정),천안논산고속도로
고라니,2019-06-29,고속국도(재정),서해안고속도로
고라니,2019-06-29,고속국도(재정),서천공주고속도로
고라니,2019-06-28,고속국도(재정),영동선
고라니,2019-06-28,고속국도(재정),경부선
고라니,2019-06-28,고속국도(재정),호남고속도로
고양이,2019-06-28,고속국도(재정),동해고속도로
고라니,2019-06-27,고속국도(재정),경부선
고라니,2019-06-27,고속국도(재정),서울외곽순환선
고라니,2019-06-27,고속국도(재정),중부내륙선
고라니,2019-06-27,고속국도(재정),평택제천선
너구리,2019-06-27,고속국도(재정),대전남부순환선
고라니,2019-06-27,고속국도(재정),영동고속도로
고라니,2019-06-27,고속국도(재정),중부고속도로
꿩,2019-06-26,고속국도(재정),동해고속도로
고라니,2019-06-26,고속국도(재정),동해고속도로
고라니,2019-06-26,고속국도(재정),당진대전선
고라니,2019-06-26,고속국도(재정),중앙선
고라니,2019-06-26,고속국도(재정),중부선
멧돼지,2019-06-26,고속국도(재정),당진대전선
고라니,2019-06-26,고속국도(재정),천안논산고속도로
고양이,2019-06-26,고속국도(재정),제2영동고속도로
멧돼지,2019-06-26,고속국도(재정),당진영덕고속도로
고라니,2019-06-25,고속국도(재정),천안논산고속도로
너구리,2019-06-25,고속국도(재정),중부선
고라니,2019-06-25,고속국도(재정),경부선
고라니,2019-06-25,고속국도(재정),중부선
멧돼지,2019-06-25,고속국도(재정),남해선
고라니,2019-06-25,고속국도(재정),중앙선
멧돼지,2019-06-25,고속국도(재정),서천공주고속도로
미동정(포유류),2019-06-24,고속국도(재정),천안논산고속도로
고라니,2019-06-24,고속국도(재정),중부선
고라니,2019-06-24,고속국도(재정),당진대전선
고라니,2019-06-24,고속국도(재정),서울외곽순환고속도로
고라니,2019-06-24,고속국도(재정),천안논산고속도로
고라니,2019-06-24,고속국도(재정),당진영덕고속도로
고라니,2019-06-24,고속국도(재정),151
고라니,2019-06-23,고속국도(재정),영동선
고라니,2019-06-23,고속국도(재정),중앙선
고라니,2019-06-23,고속국도(재정),당진대전선
고라니,2019-06-23,고속국도(재정),중부선
고라니,2019-06-23,고속국도(재정),청주상주선
멧돼지,2019-06-23,고속국도(재정),중앙선
고라니,2019-06-23,고속국도(재정),1
고라니,2019-06-22,고속국도(재정),중앙선
고라니,2019-06-22,고속국도(재정),중부선
고라니,2019-06-22,고속국도(재정),경부선
고라니,2019-06-22,고속국도(재정),당진대전선
고라니,2019-06-22,고속국도(재정),대구포항선
개,2019-06-22,고속국도(재정),남해고속도로
고라니,2019-06-22,고속국도(재정),경부고속도로
고라니,2019-06-22,고속국도(재정),천안논산고속도로
고라니,2019-06-21,고속국도(재정),서천공주고속도로
고라니,2019-06-21,고속국도(재정),중부선
고라니,2019-06-21,고속국도(재정),당진대전선
고라니,2019-06-21,고속국도(재정),중앙선
고라니,2019-06-21,고속국도(재정),천안논산고속도로
고라니,2019-06-20,고속국도(재정),중앙선
고라니,2019-06-20,고속국도(재정),영동선
고라니,2019-06-20,고속국도(재정),중부선
고라니,2019-06-20,고속국도(재정),영암순천선
고라니,2019-06-20,고속국도(재정),당진대전선
고라니,2019-06-20,고속국도(재정),순천완주선
멧돼지,2019-06-20,고속국도(재정),남해선
고라니,2019-06-19,고속국도(재정),당진영덕고속도로
고라니,2019-06-19,고속국도(재정),중앙선
고라니,2019-06-19,고속국도(재정),당진대전선
고라니,2019-06-19,고속국도(재정),광주대구선
고라니,2019-06-19,고속국도(재정),서울양양선
고라니,2019-06-18,고속국도(재정),서천공주고속도로
고라니,2019-06-18,고속국도(재정),당진영덕고속도로
고라니,2019-06-18,고속국도(재정),제2중부선
고라니,2019-06-18,고속국도(재정),당진대전선
고라니,2019-06-18,고속국도(재정),중앙선
멧돼지,2019-06-18,고속국도(재정),호남고속도로
고라니,2019-06-17,고속국도(민자),일반국도43호선
고라니,2019-06-17,고속국도(재정),상주영천고속도로
고라니,2019-06-17,고속국도(재정),영동선
고라니,2019-06-17,고속국도(재정),중앙선
고라니,2019-06-17,고속국도(재정),남해제1지선
고라니,2019-06-17,고속국도(재정),제2중부선
고라니,2019-06-17,고속국도(재정),중부선
고라니,2019-06-17,고속국도(재정),통영대전고속도로
고라니,2019-06-17,고속국도(재정),남해고속도로
고라니,2019-06-16,고속국도(재정),당진대전선
고라니,2019-06-16,고속국도(재정),중앙선
멧돼지,2019-06-16,고속국도(재정),중앙선
고라니,2019-06-16,고속국도(재정),서해안선
고라니,2019-06-16,고속국도(재정),중부선
고라니,2019-06-16,고속국도(재정),제2중부선
고라니,2019-06-16,고속국도(재정),151
고라니,2019-06-15,고속국도(재정),중앙선
멧돼지,2019-06-15,고속국도(재정),호남지선
고라니,2019-06-15,고속국도(재정),서천공주선
고라니,2019-06-15,고속국도(재정),경부선
고라니,2019-06-15,고속국도(재정),중부선
고라니,2019-06-15,고속국도(재정),제2중부선
고라니,2019-06-15,고속국도(재정),평택제천선
고라니,2019-06-15,고속국도(재정),30
고양이,2019-06-15,고속국도(재정),102
고라니,2019-06-15,고속국도(재정),40
고라니,2019-06-15,고속국도(민자),52
고라니,2019-06-15,고속국도(민자),301
고라니,2019-06-14,고속국도(재정),중부선
고라니,2019-06-14,고속국도(재정),중앙선
고라니,2019-06-14,고속국도(재정),순천완주선
고라니,2019-06-14,고속국도(재정),1
고라니,2019-06-13,고속국도(재정),서해안선
고라니,2019-06-13,고속국도(재정),중부선
고라니,2019-06-13,고속국도(재정),중앙선
고라니,2019-06-13,고속국도(재정),평택제천선
고라니,2019-06-13,고속국도(재정),청주상주선
고라니,2019-06-13,고속국도(재정),당진대전선
고라니,2019-06-13,고속국도(재정),서천공주고속도로
미동정(조류),2019-06-12,고속국도(재정),서천공주고속도로
고라니,2019-06-12,고속국도(재정),중부내륙선
고라니,2019-06-12,고속국도(재정),중부선
고라니,2019-06-12,고속국도(재정),중앙선
고라니,2019-06-12,고속국도(재정),당진영덕선
고라니,2019-06-12,고속국도(재정),서해안선
고라니,2019-06-12,고속국도(재정),제2중부선
고라니,2019-06-12,고속국도(재정),당진대전선
고라니,2019-06-12,고속국도(재정),영동선
물까치,2019-06-12,고속국도(재정),영암순천고속도로
청딱다구리,2019-06-12,고속국도(재정),영암순천고속도로
고라니,2019-06-12,고속국도(재정),광주대구고속도로
고라니,2019-06-12,고속국도(재정),호남고속도로
고라니,2019-06-12,고속국도(재정),중앙고속도로
고라니,2019-06-12,고속국도(재정),제2영동고속도로
고라니,2019-06-12,고속국도(재정),중부내륙고속도로
오소리,2019-06-11,고속국도(재정),남해고속도로
고라니,2019-06-11,고속국도(재정),당진대전선
고라니,2019-06-11,고속국도(재정),서해안선
고라니,2019-06-11,고속국도(재정),중부선
고라니,2019-06-11,고속국도(재정),호남지선
고라니,2019-06-11,고속국도(재정),영동선
고라니,2019-06-11,고속국도(민자),상주영천고속도로
고라니,2019-06-11,고속국도(재정),제2영동고속도로
고라니,2019-06-11,고속국도(재정),당진영덕고속도로
고라니,2019-06-10,고속국도(재정),경부고속도로
고라니,2019-06-10,고속국도(재정),대구포항선
고라니,2019-06-10,고속국도(재정),당진대전선
고라니,2019-06-10,고속국도(재정),서해안선
고라니,2019-06-10,고속국도(재정),제2중부선
고라니,2019-06-10,고속국도(재정),중부선
고라니,2019-06-10,고속국도(재정),경부선
고라니,2019-06-10,고속국도(재정),영동선
고라니,2019-06-10,고속국도(재정),당진영덕고속도로
고라니,2019-06-10,고속국도(재정),25
고라니,2019-06-09,고속국도(재정),당진영덕고속도로
고라니,2019-06-09,고속국도(재정),중부선
고라니,2019-06-09,고속국도(재정),중앙선
멧돼지,2019-06-09,고속국도(재정),중앙선
오소리,2019-06-09,고속국도(재정),호남지선
고라니,2019-06-09,고속국도(재정),영동선
고라니,2019-06-09,고속국도(재정),당진대전선
고라니,2019-06-09,고속국도(재정),서천공주선
너구리,2019-06-09,고속국도(재정),경부선
수달,2019-06-09,고속국도(재정),순천완주선
고라니,2019-06-09,고속국도(재정),경부선
고라니,2019-06-09,고속국도(재정),대구포항선
고라니,2019-06-09,고속국도(재정),경부고속도로
고라니,2019-06-09,고속국도(재정),남해고속도로
고라니,2019-06-09,고속국도(재정),151
고라니,2019-06-08,고속국도(재정),남해고속도로
고라니,2019-06-08,고속국도(재정),제2중부선
고라니,2019-06-08,고속국도(재정),당진대전선
고라니,2019-06-08,고속국도(재정),서해안선
고라니,2019-06-08,고속국도(재정),중앙선
고라니,2019-06-08,고속국도(재정),중앙고속도로
고라니,2019-06-08,고속국도(재정),경부고속도로
고라니,2019-06-08,고속국도(재정),영동고속도로
고라니,2019-06-07,고속국도(재정),서천공주고속도로
미동정(포유류),2019-06-07,고속국도(재정),서천공주고속도로
고라니,2019-06-07,고속국도(재정),중부선
고라니,2019-06-07,고속국도(재정),경부선
고라니,2019-06-07,고속국도(재정),당진영덕고속도로
오소리,2019-06-07,고속국도(재정),제2영동고속도로
고라니,2019-06-06,고속국도(재정),중앙선
고라니,2019-06-06,고속국도(재정),중부선
고라니,2019-06-06,고속국도(재정),경부선
고라니,2019-06-06,고속국도(재정),서해안선
고라니,2019-06-06,고속국도(재정),당진대전선
고라니,2019-06-06,고속국도(재정),대구포항선
고라니,2019-06-06,고속국도(재정),영동선
고라니,2019-06-06,고속국도(재정),동해선
고라니,2019-06-06,고속국도(재정),당진영덕고속도로
고라니,2019-06-06,고속국도(재정),30
고라니,2019-06-05,고속국도(재정),평택음성고속도로
고라니,2019-06-05,고속국도(재정),중앙선
고라니,2019-06-05,고속국도(재정),당진대전선
고라니,2019-06-05,고속국도(재정),경부선
고라니,2019-06-05,고속국도(재정),영동선
고라니,2019-06-05,고속국도(재정),평택제천선
고라니,2019-06-05,고속국도(재정),제2중부선
고라니,2019-06-05,고속국도(재정),용인서울고속도로
고라니,2019-06-05,고속국도(재정),호남고속도로
고라니,2019-06-04,고속국도(재정),당진영덕고속도로
고라니,2019-06-04,고속국도(재정),당진대전선
고라니,2019-06-04,고속국도(재정),25
고라니,2019-06-04,고속국도(재정),경부고속도로
고라니,2019-06-04,고속국도(재정),중부내륙고속도로
고라니,2019-06-03,고속국도(재정),청주상주선
고라니,2019-06-03,고속국도(재정),영동선
고라니,2019-06-03,고속국도(재정),당진대전선
고양이,2019-06-03,고속국도(재정),통영대전고속도로
고라니,2019-06-03,고속국도(민자),일반국도7호선
고라니,2019-06-03,고속국도(재정),30
고라니,2019-06-02,고속국도(재정),중부내륙선
고라니,2019-06-02,고속국도(재정),중부선
고라니,2019-06-02,고속국도(재정),경부선
고라니,2019-06-02,고속국도(재정),서해안선
고라니,2019-06-02,고속국도(재정),30
고라니,2019-06-02,고속국도(재정),251
고라니,2019-06-02,고속국도(재정),45
고라니,2019-06-01,고속국도(재정),통영대전고속도로
고라니,2019-06-01,고속국도(재정),호남고속도로
고라니,2019-06-01,고속국도(재정),당진대전선
고라니,2019-06-01,고속국도(재정),경부선
고라니,2019-06-01,고속국도(재정),부산외곽순환선
고라니,2019-06-01,고속국도(재정),제2중부선
고라니,2019-06-01,고속국도(재정),청주상주선
고라니,2019-06-01,고속국도(재정),중부선
고라니,2019-06-01,고속국도(재정),영동선
수리부엉이,2019-06-01,고속국도(재정),1
고라니,2019-06-01,고속국도(민자),52
고라니,2019-05-31,고속국도(재정),251
유혈목이,2019-05-31,고속국도(재정),10
참새,2019-05-31,고속국도(재정),10
고라니,2019-05-31,고속국도(재정),영동선
고라니,2019-05-31,고속국도(재정),중앙선
고라니,2019-05-31,고속국도(재정),중부내륙선
고라니,2019-05-30,고속국도(재정),순천완주선
고라니,2019-05-30,고속국도(재정),당진대전선
고라니,2019-05-30,고속국도(재정),서울양양선
고라니,2019-05-30,고속국도(재정),중부선
고라니,2019-05-30,고속국도(재정),서해안선
고라니,2019-05-30,고속국도(재정),영동선
고라니,2019-05-30,고속국도(재정),30
고라니,2019-05-30,고속국도(재정),당진영덕고속도로
고라니,2019-05-29,고속국도(재정),중앙선
고라니,2019-05-29,고속국도(재정),중부내륙선
고라니,2019-05-29,고속국도(재정),영동선
고라니,2019-05-29,고속국도(재정),중부선
고라니,2019-05-29,고속국도(재정),청주상주선
고라니,2019-05-29,고속국도(재정),서천공주선
미동정(포유류),2019-05-29,고속국도(재정),호남고속도로
고라니,2019-05-29,고속국도(재정),151
고라니,2019-05-29,고속국도(재정),1
고라니,2019-05-29,고속국도(재정),102
고라니,2019-05-28,고속국도(재정),25
고라니,2019-05-28,고속국도(재정),영동선
고라니,2019-05-28,고속국도(재정),중앙선
고라니,2019-05-28,고속국도(재정),당진대전선
고라니,2019-05-28,고속국도(재정),경부선
고라니,2019-05-28,고속국도(재정),중부선
고라니,2019-05-28,고속국도(재정),서해안선
고라니,2019-05-28,고속국도(민자),52
고라니,2019-05-28,고속국도(재정),251
고라니,2019-05-28,고속국도(재정),40
고라니,2019-05-27,고속국도(재정),151
고라니,2019-05-27,고속국도(재정),당진영덕선
고라니,2019-05-27,고속국도(재정),영동선
고라니,2019-05-27,고속국도(재정),중앙선
고라니,2019-05-27,고속국도(재정),당진대전선
고라니,2019-05-27,고속국도(재정),서해안선
고라니,2019-05-27,고속국도(재정),경부선
